Service,Title,Date,Score,Body
Swan,Waiting 6 weeks to see my Gp is unacceptable.,8/1/2020,1,"Every time I need to see my GP I have to wait 6 weeks !! It’s unacceptable and disgraceful. There are only 3 Doctors I would see, and recommend for their caring and supportive nature. Sadly the waiting times need improving, and I don’t see it improving anytime soon. I don’t agree with the Receptionists wanting to know why I want to see a Doctor, because they are neither Medics or Medically trained. 
5 years ago, you could get an Appointment the following day, but not today. 
On a Positive Note ; Dr (name removed) is a Godsend and is very Proactive in getting things done ! He’s a fantastic GP."
Swan,waiting times are increasing,3/30/2016,4,Waiting times to see your own doctor are increasing-2 weeks sometimes. This means that older people are losing the relationship with their doctors sometimes.
Swan,Was told I had a double appointment,8/25/2021,1,"3 mins into the call the Dr asked why I was calling because Normally people call their dr for something. I was told as I have serious trauma related problems, I should speak to Dr (name removed) every 2 months to check-in. Dr (name removed) has left. Personally, I find it rude that I’m not receiving the same standard as Dr (name removed) practiced. As we the patients are the customer, it’s just rude to try and rush the call and as I have memory and concentration problems, plus trouble communicating. Pointing out time restrictions 3 mins into the call I find rude. They don’t have time for patients."
Swan,Welcoming and professional,6/29/2018,4,Generally I have no complaints with the surgery. I find them welcoming and very professional.
Swan,Well supported,2/22/2022,5,Normally have to wait  only a few days for an appointment. The phones can be busy and it can mean a bit of a wait at times but I feel that I get the care and support that I need. My baby had their immunizations and 6 week check done on time and I've been well supported throughout.
Swan,What we had is lost,5/10/2021,2,A feeling that you can't see a doctor face to face anymore and that all they'll do is chat with you on the phone which isn't what is needed at times. What we had has been lost and it appears that face to face appointments are seen as unnecessary now.
Swan,Wonderful,5/10/2021,5,"All wonderful especially the friendly receptionists. It works very well here and you can get appointments 
 when needed, they are really good."
Swan,Would like to see more follow up,12/2/2020,3,"Getting appointment is pretty good, but I would like to see more follow up especially if a treatment pattern has been followed."
Swan,Wouldn't want to  change practices,6/15/2017,5,Been here since a baby- great .  I really wouldn't want to change practices
The Derby,3 star,5/8/2015,3,3 star
The Derby,3 star,9/16/2015,3,3 star
The Derby,3 weeks to get an appointment,3/16/2018,1,The telephone answering system is slow and not user friendly. When you do get through the receptionist tells us its 3 weeks to get an appointment. We phoned at 6pm and are told the doctor won't have time to phone us back. Received conflicting advice from 3 different receptionists in relation to getting printed medical records for my son. The receptionists made my life extremely distressing when I tried to get help for my son. The form displayed above reception telling you how to raise issues refers to staff member who no longer works at surgery. Surgery telephoned me asking me to attend for appointment because the doctor wanted to see me.( I assumed this was to follow up results of recent blood test). But in fact the appointment was for my son. They are quick to hide behind confidentiality but in this case did not check my identity.
The Derby,"Always accessible, helpful and thorough.",6/14/2021,5,received a call back from the GP twice who was very patient and helpful.
The Derby,"Always excellent service from all doctors, nu",12/8/2020,5,Always ready to help either on the phone or in person.
The Derby,Always helpful,12/13/2021,5,Never any problems
The Derby,Anytime you're in a crisis they won't help you,12/8/2021,1,The staff here are great until it comes to mental health. Anytime you're in a crisis they won't help you. Been waiting over 6 months for support from the gp and still waiting. The staff don't listen to you and judge you horrifically. They don't care at all about anyone with mental health issues.
The Derby,"Appalling ""service"", impossible to contact.",11/10/2021,1,"Calling the surgery is the first trial:  An interminable, pointless announcement, then on being invited to choose an option, you are added to a ""queue"" that appears to use random numbers - ""You are number 8 in the call queue"" can suddenly become ""You are number seventeen in the call queue""!  The phone lines frequently cut off at random, forcing the patient to call innumerable times, and waste a huge amount of money on phone calls before - finally - getting through to an extremely rude and unhelpful receptionist, who seems to believe they are a Doctor.....

Attending the surgery is a dispiriting and frustrating experience - the automated ""sign-in"" screen seldom works, and Covid 19 means that they have about five seats in the Waiting Room. The ""Doctors"" seem to rely on ""Doctor Google"" to make their clinical assessments and decisions - they appear to have little interest in or understanding of their patient's condition. Patients appear to be an inconvenience.  Patients are never seen by the same Doctor twice - there's never any continuity of care.

The repeat prescription system is unreliable, and access to it is flaky.  Sometimes it fails to recognise your perfectly valid credentials. If I was able to change to a different practice, I would, but there's no availability elsewhere at present."
The Derby,Appointment with GP difficult to get,6/13/2016,4,I called for an appointment but was told that none were available with the GP. I was offered one with the nurse and was told to come back in a week if I was no better. That Saturday I had to call 111 as I deteriorated. They told me to go to A&E.
The Derby,Appointments for children not a problem,6/13/2016,5,Getting an appointment for the children is never a problem but for adults it is much more difficult.
The Derby,Ask my GP service is not available,4/24/2023,3,"Ask my GP is a good service but it is not available, I cannot understand why? when I phone I have to wait way too long, it is particulary frustrating when you work. If they have an online service for patients its frustrating that they dont have it available."
The Derby,Bad Service,8/8/2022,1,"While standing in pinewood reception this morning was told to go home and make a phone call to the surgery or use Ask My GP to make an appointment for annual review. Went home and phoned, answer message says taking urgent calls only. Tried Ask My GP Website  which  says UNAVAILABLE FOR ONLINE REQUESTS! Ridiculous!"
The Derby,Brilliant service helpful and quick response,7/20/2021,5,"Had a nasty insect bite,uploaded photo and my symptoms 2 hours later prescription with antibiotics given brilliant service"
The Derby,Cannot fault the service,6/1/2020,5,Cannot fault the service.  When I needed urgent help about a week ago there were no appointments here but there was at Pinewood.  It is a bit of a trek but I did need to see someone and was able to get there
The Derby,Cannot fault them.,4/10/2021,5,Everyone has been incredibly supportive to my husband and I through a number of medical issues. We are made to feel important to them and we are treated with a great deal of respect.
The Derby,Can't find better,9/15/2021,5,Been with surgery since 1970. Wouldn't change
The Derby,CONFUSED,12/2/2016,2,"Gentleman was registered at Derby Road surgery.  He received a letter saying he needed to register somewhere else please.  He was confused,  Otley surgery sent him a letter, he chose it and it is a very good surgery"
The Derby,Covid booster appointment,12/18/2021,1,Not sticking to booked appointments
The Derby,Desperate for an appointment,10/10/2020,1,My job doesn't allow me time to sit on the phone in a queue for over 30 minutes each morning in the hope that I get an appointment and when I do get through I'm told I can't book an appointment to fit in with my job.  Is this the thanks we get as key workers.
The Derby,diabetes check,8/17/2021,4,"A year on I am having my 'annual diabetes' check. Initially I rang and spoke to someone, and an appointment was made the next day.
I did however, have to go Landseer road for bloods and not at the surgery, which was ok, but they could not do it in one go."
The Derby,Efficient appointment at surgery.,9/11/2020,5,I got a letter telling me I needed to make an appointment for a smear test. I was able to make the appointment easily and quickly to attend the surgery for it. I felt comfortable visiting the surgery to attend and the nurse was kind and efficient.
The Derby,excellent,9/14/2017,5,I am very happy with my surgery
The Derby,Extremely helpful and good at giving info,9/11/2021,4,"I am hard of hearing so it takes me longer to understand, staff take great pains to ensure i have heard and do not mind repeating themselves."
The Derby,Extremely helpful Receptionist,3/15/2022,5,"I’m carer for my 95yr old dad who is very hard of hearing.  The lovely lady gave me all the information I need to use “contact my gp” online.  Stress free, very easy option to use"
The Derby,Fair,6/21/2016,3,They don't understand all the services available to them & you are then referred to the wrong ones . Getting an appointment is not a problem though.
The Derby,Fantastic despite these difficult COVID times,12/1/2021,5,I have had help and support in the diagnosis of a completely new problem for me and have been successfully referred to a specialist.
The Derby,Flu jab online booking,8/18/2021,2,Received a tx saying book Flu jab online but no obvious way of booking flu jab online. Am I missing something?
The Derby,Flu vaccine only available in pinewood,7/9/2020,5,"Because the flu clinic is the other side of Ipswich I will have to travel twice the distance, this means double the taxi fare. Always had the injection in Derby Rd practice in years gone  by, why not this year."
The Derby,friendly  and caring,1/14/2021,5,friendly and caring staff. They were amazing with my anxiety
The Derby,Friendly professional service,11/10/2021,5,"I have always found the surgery staff to be very efficient and good at their job, having many health issues they have always talked through a care plan with me and left me feeling positive. The only downside is not being able to book online appointments, but aside from that great service."
The Derby,Gone downhill.,4/14/2022,1,Online system is awful. Dr will close the request online without you being able to ask following questions. They have messed up my prescription several times because of this. Very impersonal and online system set up to suit the surgery not what's best for the patients. Can't speak to a a GP on the phone at all now let alone see one.
The Derby,Good,4/26/2021,4,A vast majority of the staff at Pinewood surgery are both professional and compassionate.
The Derby,Good Availability,8/12/2017,5,Can always get appointments when I need it but I do not use the surgery very often.
The Derby,Good considering the volume of patients,8/19/2022,5,"When you telephone you have to listen to the recorded messages that are repeated and talk about the online system. I do understand that you have to get the message across but it does give the impression of putting you off calling and giving up on the service if you are not PC literate. If I do call I will not normally call in the morning. I hear horror stories of people who have to book at other surgery’s and pinewood sounds much better. The online system is good in that you do get an answer/ call back.  I’ve always had a friendly, 
professional sometimes humorous experience when talking to the operators who always are able to help."
The Derby,Good listener,8/12/2017,4,I find it ok to get an appointment and I only have to wait 5 or 10 minutes in the surgery before I'm seen. I like my doctor as they are a good listener. It does hurt when I have a blood test. I'm happy with my doctors.
The Derby,Great admin staff and some good doctors,2/2/2021,4,I had been suffering from burning sensations for some time. My blood results were coming up as all fine. It was until 2 weeks ago I had an appointment with one of the male doctors at Pinewood surgery. He was very patient and listened to my concerns. He then had a look at my blood results and said my vitamin D level was low and could be the reason why I have these burning sensations.  He suggested I buy some strong Vit D supplements. I did buy them and I haven't experienced those burning sensations again. I am very grateful for such doctors who have time to look very well into things and not think that their patients are anxious..
The Derby,Great experience at Derby Road,8/13/2020,5,Listened to and treated with care and compassion by all members of practice staff that I dealt with today. Many thanks.
The Derby,Had emergency appointment this afternoon,9/21/2021,5,Was feeling very poorly due to suspect ear infection as already deaf in one ear had to get my daughter to phone for a emergency appointment which was done brilliantly. So I would like to thank the Dr for being so understanding and polite and gentle big thank you.
The Derby,"Helpful, patient and polite receptionist.",3/26/2022,3,"Unfortunately, despite her best efforts she was unable to find any records of recent contacts made by Derby Road Practice.  This matched my own search on ""Systmonline.""    Two appointments were cancelled by telephone, in February, because of equipment failure which appears not to have been repaired."
The Derby,I booked language Line but didn't get,11/16/2016,1,"I arrived in the Country a few months ago with no English. To book a GP appointment I ask Suffolk Refugee Support (SRS) to do it for me. They do and requested for Language Line. Usually I get Language Line, but today the doctor said the phone line was not working and so I had to phone someone who spoke my language to interpret."
The Derby,I have to wait a long time,6/10/2015,3,I have to wait a long time before I can see a doctor and it's difficult to see preferred gp.
The Derby,I love my doctors  surgery,5/26/2022,5,"Staff always so polite and helpful go beyond their normal duties, my doctor so kind and understanding since having covid has been just amazing  to help me get my life back on track."
The Derby,I try not to use Language Line,11/16/2016,4,"I never make emergency appointments. I always walk to the surgery and book an appointment for a week later. I try and use my English. My mother uses Language Line, but does not understand the Arabic interpreters due to her dialect of Arabic. The nurses & doctors are good."
The Derby,Impossible to get to see a Doctor,11/5/2022,1,"""Phone at 8.30"" - ""You're number 81 in the queue....  You're number 17 in the queue...."" Call drops because they have a dodgy telephone system.   Call back....
""You're number 43 in the queue....""   Rinse and repeat.....
Absolutely hopeless.
If - eventually - you get through to a receptionist, you're grilled - by someone without the slightest medical training - as to why you have the temerity to want an appointment with an actual Doctor.....
They then make EVERY excuse possible to deny you an appointment."
The Derby,impossible to use electronic forms,5/8/2021,1,my relative has complex problems with a physical health problem which was having a severe impact on mental health.  The mental health team has supported but it has been impossible to navigate through the complex forms process for people who have severe mental health difficulties and they were assisted to do this by surgery staff who did not appear to communicate with each other.  The form does not allow you to even complete the form if there is an impact on suicidal thoughts and the reception staff direct to the form so how can we get help for the problem.
The Derby,it downloads the relevant questionnaire,10/8/2021,1,it downloads the relevant questionnaire/s as a PDF document so I am unable to fill them in as I cannot add my answers to the digital document as it is supposed to be printed out and as I do not have access to a printer it is pointless me downloading it.
The Derby,Kind and friendly staff,2/20/2021,5,"The receptionist was very friendly and helpful on the phone.
I got a gp telephone appointment the next morning on a Saturday,  she was very understanding and very kind. 
Very happy with the service I received"
The Derby,Lovely staff and good overall experience,10/15/2020,4,"Great admin staff  and overall very happy however my only complaint is waiting times for appointments and the fact they they bring in staff  constantly from elsewhere, I have never even met my regular GP."
The Derby,"No appointment times, just a date",10/22/2021,1,"On several occasions recently I have needed to discuss a medical issue for myself or my teenage son. I understand that face-to-face appointments are not necessarily an option at the moment, but if a telephone consultation is appropriate then it still needs and actual appointment time. On recent occasions all I have received is a day on which somebody will call. This doesn't give adequate consideration for patient needs, including privacy concerns - it simply isn't acceptable to sit waiting all day for a call for myself or my son, but the alternative is to have to take a private medical call either in a public place, at work, or with people who you may not want to discuss such issues in front of, as there is no option to schedule the days plans around a known call time. When calling on behalf of a child it is equally unacceptable to have to cancel all their plans for the day, just to make sure that they are available for the call 'at some point'. Frankly it is disrespectful of both patient's time and need for privacy in medical matters. Telephone appointments need a specific time slot just the same as face-to-face appointments do."
The Derby,no care given,11/8/2022,1,"Told to see a pharmasist, no help, told to go online, I have system care login but when I try GP online I put my email in, I haven't got a password, I request a password by pressing forgotten and I hear nothing, I have been ill for months and it has been 3 years since I had a Hypertention check up, I will just die because we have to diagnose ourselves anyway."
The Derby,Not good at responding to request to see GP,8/10/2021,1,"Feet and ankles swelling, was asked to send photographs which I did 6 weeks ago and still have not had a response."
The Derby,Not seeing babies unless they have had pcr,9/10/2021,2,I understand pcr tests are required for those showing symptoms but babies…..is unnecessary and delaying babies who poorly being seen by a medical professional. All other parents I have spoken to do not have to have their babies pcr tested for be seen by their GP. The inconsistent approach is unfair and unclear.
The Derby,Online booking not fit for purpose,7/26/2020,4,Up until about 3 years ago you could book appointments online up to about a month ahead. Since then the service has gone to pot and it is very rare to be able to book an online appointment. One doesn't expect to be able to do it during the Covid pandemic but it would be a good idea to reinstate it at the earliest opportunity. I assume it has stopped due to lack of staff.
The Derby,Overall a good service,12/20/2018,4,"Sometimes it can take a while to get an appointment, but overall the service is good."
The Derby,Pinewood - Not taken seriously,3/8/2020,2,"Never see the same Dr. Every time I go into the practise, I feel like I have to start from the beginning. Suffering with IBS/stomach complaints, that are making my life a living hell.

But after a string of negative tests, I have received no further contact. When I chased the tests, I was told by reception that everything is fine.

Everything is NOT fine, my life is a misery because of this condition. But it appears that this doesn’t matter.

Fobbed off once again."
The Derby,Pinewood never see the same doctor,7/8/2020,2,Pinewood whenever a call is made for an appointment NO MATTER WHAT TIME there is never an appointment with a Doctor You really want to see. then you have to call back when the new calendar is opened. We are actively looking for a different Surgery
The Derby,Prompt and polite service,12/2/2018,5,"The Health Navigator provided a prompt, polite and effective service, directing me to Riverside Clinic and then arranging an appointment for me."
The Derby,Receptionist now a doctor!,10/14/2021,2,I wanted to speak to a GP and described intense two day long headache that was NOT a migraine like I’ve had before. Was told by receptionist she would send me a leaflet about migraines!! Eventually got sent the online link and have waited all day but no call back whilst sitting here in agony. I’ve had normal painkillers two days straight with no effect
The Derby,Receptionist rude,12/17/2021,1,"No one will see me for an appointment, Doctor not fulfilling duty."
The Derby,Relaxed atmosphere,1/9/2017,5,I like this practice. The staff are all good and there is a relaxed atmosphere
The Derby,Sadly gone downhill,6/21/2022,2,"This used to be the best surgery to my knowledge in Ipswich, but seems to have gone the way of many others meaning that important but non life threatening issues no longer stand a chance of being resolved. Didn't get a chance to see anyone. not even a phone call."
The Derby,Sent to pinewood,8/13/2020,3,I live 10 mins away from derby road and every appointment I've had for me and my child has been sent to pinewood which is too far away I tell them that I dont have the funds to make the trip and stuff I get told they would make a note but obviously dont and now I have to go back up there for a flu jab they do not care no one said why I keep getting put up the other surgery the only reason I switched as it was closer to me if it keeps happening I will find a new surgery where I know I am properly listen too
The Derby,Staff lovely and kind,6/1/2020,5,Service excellent.  Here to support family member and the staff are always lovely and kind with him
The Derby,Superb care,2/16/2021,5,Even with the challenges of Covid-19 Derby Road Practice has been superb in their care and diligence regarding my 92 year old father. They are all stars !!
The Derby,Supportive and kind Doctors and staff.,1/3/2021,5,"l am a patient of the pinewood surgery. l cannot praise Dr Owen and Dr Emily enough.
They are very reassuring during these difficult covid times..  The pinewood receptions are also kind and supportive."
The Derby,System works well,6/10/2015,4,The system works well for me.
The Derby,"They are always friendly,caring and helpful.",7/1/2020,5,No particular recent experience but Pinewood has been my GP surgery for 20 years and I have always been happy with the service..
The Derby,Too much reliance on the online technology.,8/24/2021,3,"I have been on the records at Derby Road for a number of years. The surgery and staff are generally friendly and decidated to helping the patients. 

What I have found, especially since Covid hit, is the over reliance on the use of messages on the telephone. On more than one occasion I have reached almost 5 minutes of listening to messages about what the surgery won't / don't and can't help with before getting to the options of the automated services. This is simply poor and unnecessary.

Also, now everything seems directed toward the online service. It is taking away the human side of the patient relationship and while failing to recognise that older people are going to struggle with this service as they simply don't understand or don't like computers. 

It has been difficult, for a while, to get an appointment especially for non urgent but concerning health related matters. You have to phone on the day to get an appointment that same day but in the past I have tried to phone for a future appointment which was not possible.

My father struggles with his surgery as part of this practice group due to the lack of face to face customer service, for which he relies due to issues with using modern technology and online services. He often comments that he feels the practise does not want to see patients, therefore he is slower in getting seen."
The Derby,Took mum for flu jab. Super-efficient!,9/20/2021,5,Really well-organised. I live away and was texted with parking information and time. Very easy to bring mum and support her as she is nervous due to other medical conditions.
The Derby,Top class service from the Practice,7/7/2020,5,"I can honestly say that I have had fantastic service from Derby Road Practice. I have been with several GP practices over the years and always struggled to get appointments. Here the staff really take an interest in their patients. I've always managed to get appointments when I've needed one. Currently, during the COVID crisis they have adapted really well to new working practices. As one of the most vulnerable and shielding, I have had welfare calls and plenty of contact and support during a current and ongoing health issue. I would especially like to praise Nurses (names removed) and Dr (name removed). Thank you."
The Derby,Unable to get flu vaccination.,12/18/2020,1,"8/9/20 Received text that I would be offered a flu jab THIS year. Please wait for contact.

24/11/20. Received text asking to phone to confirm that I wished to have jab. Did so as I'd had flu previous Xmas. Told I was the first caller and would therefore be first on list. Called 3/12/20 as heard nothing, told I would get a call/text. 17/12/20 Called yet again, yes, doing vaccinations but I wasn't on the list. Why not? I shouldn't have been told I was first on the list. Irrelevant. Don't care if I was first or last, I should have been in the first batch of vaccinations. Asked that in reality, I wasn't going to get one THIS year was I . No I wasn't. Missed a call later from the surgery,  so asked to call  back which I did. Told that they could"" fit me in"" at a surgery elsewhere in the town on Xmas Eve. I live 3 mins walk from Derby Road Practice. And I'm not around Xmas Eve, so no vaccination this year."
The Derby,"Understaffed, that is obvious",11/23/2017,3,"At my last appointment with my child things just looked 'overrun' with people waiting ages. I saw a locum who told me there was only 1 other GP in that day, and he was rushed in first thing to help out. I know it is not their fault but something needs to be done."
The Derby,Very poor communication & management,9/25/2019,1,"I am a housebound patient registered with the Derby Road Surgery.  I have a number of serious concerns regarding the care offered by this practice.  The surgery are very reluctant to make house-calls and continually pressure me in to attending the surgery and their appointment process makes life even more difficult as I am unable to make appointments days ahead as I am unsure as to how I will be physically.  Staff (one particular receptionist in particular) are often rude and defensive, I have had the telephone put down on me when attempting to correct an error in my prescriptions when they failed to deliver OraMorph.  Eventually having to speak directly to the senior partner who found that they indeed had made a mistake.  I am now in a position where any contact with the surgery causes me intense worry & has made my condition far worse as I now don't feel able to or have the confidence to form any sort of relationship with health professionals.  When I complained and refused to accept wrong advice, I was labelled as a 'difficult/abusive' patient, even though I remained calm & polite throughout my dealings - this I found most disheartening and has meant that they have more or less left me dealing with my conditions without any support whatsoever."
The Derby,Well happy,2/19/2016,4,Well happy. Only down side is getting an appointment which is a nightmare as I work in Newmarket. But lovely people at the surgery and i don't usually have to wait long.
The Derby,Where’s flu online booking?,8/20/2021,1,Got a text saying I could book flu vaccine online but the website and system online have no mention of it…
The Derby,Wonderful GPs,7/1/2016,5,"I have always had a wonderful experience with this practice.  I am aware that it will take two weeks to see a GP for a regular appointment but I am happy to wait to see my GP who is patient, understanding and compassionate.  She listens and takes my symptoms seriously and is very reassuring.  Excellent GP"
The Norwich,2 star,6/18/2015,2,2 star
The Norwich,Absolutly disgusting surgery,10/19/2020,1,"Never known a surgery like it. I recently put in a repeat prescription for my son and half the stuff was missed off. You go onto the repeat prescription on the website and it states put your prescription in good time, which we did, only to not get everything we required. Now our infant son has to wait until the surgery can pull their finger out and get it sorted."
The Norwich,Booking appointments easier with online service,3/28/2017,4,Appointments used to be difficult to book when I had to use the telephone-it is much better now I have registered to be able to book online
The Norwich,Brilliant Nurse sits & listens to you,7/1/2015,5,"Doctors at Norwich Rd are all good too. Nurse practitioners are brilliant, always have time for you, doesn't mind being late for others so you're not rushed. I always try to see the nurse and will delay appointments to do so."
The Norwich,Care excellent,8/15/2016,5,Speaking on behalf of my late husband.  The care he was given was excellent.  The doctors were always very caring and efficient
The Norwich,Care was excellent,5/28/2016,5,This is on behalf of my late husband who died in August 2015. The care he was given was excellent and the doctor involved was a real friend to us both.
The Norwich,Confident in doctors,12/14/2017,5,Confident in doctors at the surgery. Able to get appointments when needed. The new doctor I saw was very good. Blood tests are easy to get at the surgery.
The Norwich,Difficult to get appointments,5/28/2016,4,Very difficult to get appointments as per procedure
The Norwich,Difficult to get blood tests,9/11/2018,3,"Getting a blood test done at the surgery is very difficult, you are just told to go up to the Riverside clinic, where there is limited seating and its very busy."
The Norwich,Difficulty booking appointments,7/16/2015,4,Difficulty booking to see a certain doctor.
The Norwich,Difficulty organising a test,9/11/2018,3,I made the staff aware that for the special blood test I was having it would need booking through electronically to the hospital but when we arrived at the hospital it hadn't been done. This meant that we had to go back and forth to get it all sorted. It was very frustrating especially considering I made them aware there would be an issue.
The Norwich,Doctor and staff treat me with respect,12/16/2015,4,The doctor and staff treat me with respect as I am disabled and also tell me to wait in warm for my taxi
The Norwich,Dont go there unless you have no other choice,9/26/2019,1,This surgery is poor!! You cannot get a routine appointment for weeks and if you need an on the day appointment you can be holding on for 40 minutes or more before you get to speak to an actual person.  By the time a receptionist does answer you are really stressed and angry.  They seem to take the brunt of a pretty poor service to patients which is not fair on them.  This practice should be banned in ALL surgeries everywhere.  When you are not well you need to speak to a person not listen to a bloody machine.  I feel sure some elderly patients just hang up rather than go through this rigmarole when they may need emergency medical assistance.  And I would not be surprised to learn that people actually die because of this unacceptable practice.  This surgery is not alone in doing this and it is simply not acceptable.  It is like the third world!!
The Norwich,E-consult awful,8/21/2020,1,I'm very technical and capable yet E-consult is a nightmare - keeps telling me to ring 999 or 111 when all I need is a medication review.
The Norwich,Excellent care by GPs,10/10/2018,4,"We went to see the GP about my daughters eye.   She's 9.   The GP took more time than ever talking to her, not me about what was wrong.   This was great and she felt that she was really looked after.   I've always found the care at this surgery to be good to great.   We've been with them for over 20 years.  Receptionists are also actually really friendly and helpful in my experience."
The Norwich,Excellent treatment,9/23/2022,5,I've unfortunately had a lot of health problems in the last few years and have seen several doctors and nurses there.  I've ALWAYS had excellent treatment by staff and all have been very helpful. Can't thank them enough.
The Norwich,fair,6/21/2016,3,"Receptionist not very welcoming, not nice attitude.  Me and my husband who are in our 80s  have to wait for 3 - 4 weeks to see our own doctor.  We thought we should not at our age.  Not happy, have told them in the waiting room"
The Norwich,fair,6/21/2016,3,Unable to get appointment same day
The Norwich,fair,6/21/2016,3,Not enough doctors.  Nurses are OK but they are not doctors
The Norwich,Fair,6/21/2016,3,Difficult to get an appointment with specific doctor
The Norwich,Fair but hard to get appointment and a member of staff is rude,9/14/2017,3,I have had to wait 2 weeks for my baby to be seen.  One member of the reception staff is quite rude
The Norwich,"Fair but issues with new staff, prescriptions and records",12/20/2016,3,Teething problems with new staff have occurred which meant that we had wasted visits.  Recently they changed prescription wait times to 72 hours without warning.  Patient fies aren't up to date with information.  When in the surgery the phones can ring and ring but the staff don't always answer even though they don't look like they are doing anything.
The Norwich,Fair but making 'phone appointments is hard,9/14/2017,3,Getting seen on time is much better than it used to be.  It is very difficult to get through on the phone to make an appointment
The Norwich,Fair but some docs don't listen & long waiting times,9/14/2017,3,"Some doctors do't listen;  they write a prescription while I am still talking..I would prefer to see my named doctor - this rarely happens.  As I get older they don't seem to want to know.  I have waited for over an hour, but usually it is wirhin 20 minutes"
The Norwich,Flu jab,5/1/2021,5,"Received text saying eligible, Telephoned surgery and was given appointment for following week, Appointment was on time, quick, efficient and safely administered. Thank you Norwich Road."
The Norwich,Flu-jab,12/16/2020,5,I was contacted by the surgery by text informing me of my eligibility for a flu-jab. I phoned to book my place - the flu clinic was in the scout hut in Chesterfield drive. My wife and I arrived at the scheduled time and we were back out again in minutes - great service Much appreciated.
The Norwich,Generally a good surgery,6/6/2016,5,"Generally it's a good surgery but staff attitude on my last visit was not good. The reception has a sign up to say be polite to staff but this is not always reciprocated. I asked for an appointment, was told none were available. I explained why I needed an appointment and was told that as I'd had it a week it couldn't be that bad. I was then, however, given an appointment at 10.00am."
The Norwich,Get to see the same doctor,3/15/2016,5,"ES 
I generally see the same doctor all the  time unless its more urgent. She has been very good."
The Norwich,Getting an appointment is ok,3/28/2017,4,I have no major issues here-getting an appointment is ok
The Norwich,good,7/3/2019,4,Getting an appointment by phone is very difficult.  The last 3 times I've tried to see a doctor I've had to see a nurse practitioner
The Norwich,good,7/3/2019,4,"Can't get advance appointments, only on the day"
The Norwich,Good,7/3/2019,4,"Depending on the doctor, it can feel like your concerns are not being listened to.  Getting an apt with your preferred doctor can be difficult"
The Norwich,good,7/3/2019,4,Its a good surgery. Like many others though they are struggling to recruit doctors
The Norwich,good,7/3/2019,4,"Receptionists can be rude and when I asked for an appointment I was told there wasn't one, but it was the way it was said"
The Norwich,Good -  can usually get appointments.,1/8/2017,4,This was a nurse's appointment  - some waiting time but not a problem because I get extra time when needed.  Good service at GP appointments too.  Booking an appointment can be tricky as you have to ring in at 8 am (everyone else is ringing at this time) but I usually get an appointment when I need one.
The Norwich,Good but long waiting times,9/14/2017,4,My appointment was for 10 minutes ago and I'm still waiting.  I wasn't told they were running late.  They don't explain unless you ask
The Norwich,Good but severe lack of appointments,9/14/2017,4,Lack of appointments.  Rang 18 times  and no appointments available when I got through.  I got a 30 minute appointment which is good.  Been a patient since I was born. Need more staff.  Appointment system could be improved
The Norwich,Good doctors,3/28/2017,5,I have been here for years and I have never had any problems-they are good doctors
The Norwich,"Good experience, helpful",6/8/2016,5,Dr was very good and understanding of my problem.
The Norwich,Good recent care,12/13/2017,4,"You never know who you will see now, you see multiple doctors so you can lose some of the consistency. The care provided by both the nurse and doctor I've seen recently have been good."
The Norwich,Great GP's but issue with staff,10/15/2015,4,GPs are outstanding in the surgery. Unfortunately one member of staff has a bad attitude towards patients which is spoiling the reputation of what is a good practice.
The Norwich,Have to ring at 8.00 to get an appointment is problematic,3/28/2017,3,Nurses are better than doctors at explaining medication/treatment. I also have to ring at 8.00 and it can take some time to get through.
The Norwich,Helpful doctors / nasty reception staff,1/31/2019,1,"For someone with a mental health condition, I have great anxiety when having to deal with the reception in the morning. Either on the phone, 2 of them are very nasty, stating I can only have an on the day appointment if it is life threatening.,she has also said if I need an on the day urgent appointment I wouldn't be at work, extremely judgemental. I stay because of 3 medical staff who go over and above their role. It's sad as reception is destroying the surgery. They recently had new reception staff who are friendly but you never know when they are there. When you call at 8am you will always get the ones who judge if your issue is urgent enough. They are not trained medically are they? I do hope this feedback is taken seriously but I doubt it. I just want to be treated with respect just as I respect them, I understand they must be busy but to talk at you sternly is not acceptable."
The Norwich,Helpful staff and doctors,12/18/2020,4,Hoping the planned merger will improve and streamline wait times (appreciative of the current Covid situation). The only negative about the merger would be the possibility of more anonimity and a less 'personal' service.
The Norwich,Its too long to wait on phone,6/27/2023,3,Having to wait too long on the phone to get through is not a good service. at times I have had to wait up to 45 mins. I dont understand how I can be number 48 in the queue when they have only just turned the phones on.
The Norwich,Lovely Nurse,2/24/2020,4,It is a shame that many can be so negative about the NHS. The nurse was ever so helpful and understanding. Thank you
The Norwich,Lovely receptionists & doctors have time,5/28/2021,5,Very welcome staff and always ready to help
The Norwich,Making an appointment,6/9/2021,2,"Phoned for a routine blood test appointment this morning at approx 11.30am, 21st in queue.  Again at 12 noon now 19th. No indication of approx how long you will be waiting, or how many receptionists were taking calls.  Why does System online not allow digital bookings for blood tests?"
